"id","timestamp","location","gender","age","education","wellness_routine","challenge_wellness_routine","frequency_wellness_routine","duration_wellness_routine","purpose_wellness_routine","location_wellness_routine","simple_target_exercises","nutrition_importance","challenge_nutrition_routine","remote_training_likelihood","online_service_challenges","willingness_to_pay","ideal_subscription_cycle","price_of_service","expertise_credibility","language_instructions","flexibility_time_slots","availability_hybrid_options"
133,2022-11-10 11:38:21.961,"mumbai","Male","18-24","College","Yoga & breathing exercises","Don't know where and how to start, Lack of motivation / time","Once/twice a week (e.g. weekends)","15-30","General fitness/strength/flexibility/stamina","Home - with equipment",3,5,"Lack of understanding what to eat when and in what proportion, Temptation for junk food, Find it too difficult to follow a routine","I may try only if I find something very interesting","Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Rs. 500 - 1000","Session based subscription - i.e. top up with a number of sessions with flexibility to use those over a period of time at a higher price","Important","Important","Important","Important","Important"
134,2022-11-10 11:42:13.096,"mumbai","Female","18-24","College","Light physical activity (running, push-ups, sit-ups etc.)","Unavailability of a good gym/classes nearby, Lack of motivation / time","4 to 5 days a week","15-30","General fitness/strength/flexibility/stamina","Home - without equipment",2,4,"Lack of understanding what to eat when and in what proportion, Temptation for junk food, Find it too difficult to follow a routine","I may try only if I find something very interesting","I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Rs. 1000-2500","Session based subscription - i.e. top up with a number of sessions with flexibility to use those over a period of time at a higher price","Neutral","Important","Important","Important","Important"
135,2022-11-10 11:49:55.179,"mumbai","Female","18-24","High school","Light physical activity (running, push-ups, sit-ups etc.)","Can't afford to spend on gym/classes subscription, Lack of motivation / time","Once/twice a week (e.g. weekends)","46-60","Weight loss/gain","Home - without equipment",1,5,"Temptation for junk food, Find it too difficult to follow a routine","I have already tried","Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Rs. 1000-2500","Annual subscription with price discount benefits","Very Important","Very Important","Not important at all","Important","Neutral"
136,2022-11-10 13:19:37.989,"mumbai","Female","18-24","College","Meditation/Mindfulness practice","Can't afford to spend on gym/classes subscription, Lack of motivation / time","Occasionally / Rarely","Less than 15","General fitness/strength/flexibility/stamina","Home - without equipment",3,4,"My schedule doesn't permit regularity in my eating habits","I may try only if I find something very interesting","I don’t think online training is effective","Not more than Rs. 500","Annual subscription with price discount benefits","Very Important","Very Important","Important","Important","Important"
137,2022-11-10 13:26:35.84,"bangalore","Female","35-44","Undergraduate","Light physical activity (running, push-ups, sit-ups etc.)","Lack of motivation / time, I follow a regular wellness/fitness routine","4 to 5 days a week","46-60","Stress/anxiety reduction and/or attain mindfulness","Home - without equipment",4,4,"My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine","I may try only if I find something very interesting","I don't want to invest in buying any accessories at home, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Not more than Rs. 500","Annual subscription with price discount benefits","Important","Important","Very Important","Very Important","Very Important"
138,2022-11-10 13:31:39.464,"bhandup","Male","18-24","High school","Yoga & breathing exercises","Unavailability of a good gym/classes nearby, Lack of motivation / time","4 to 5 days a week","15-30","Stress/anxiety reduction and/or attain mindfulness","Home - without equipment",5,5,"Temptation for junk food, Can't cook at home","I may try only if I find something very interesting","Absence of ambience of a gym/studio and fellow members in online mode","Rs. 1000-2500","Annual subscription with price discount benefits","Important","Very Important","Important","Important","Important"
139,2022-11-10 13:33:33.123,"mumbai","Male","18-24","Undergraduate","Rigorous physical exercise with equipments (e.g. weight training, cross-fit etc.)","Don't know where and how to start, Can't afford to spend on gym/classes subscription, Lack of motivation / time","4 to 5 days a week","More than 60","General fitness/strength/flexibility/stamina","Gym / Studio",3,3,"Temptation for junk food, Find it too difficult to follow a routine","I have already tried","I don’t think online training is effective, Absence of ambience of a gym/studio and fellow members in online mode","Not more than Rs. 500","Annual subscription with price discount benefits","Important","Important","Neutral","Important","Important"
140,2022-11-10 14:03:42.785,"mumbai","Female","18-24","College","Rigorous physical exercise with equipments (e.g. weight training, cross-fit etc.)","Don't know where and how to start, Can't find a good trainer/expert practitioner, Can't afford to spend on gym/classes subscription, Lack of motivation / time","Daily","15-30","Weight loss/gain","Home - with equipment",4,4,"Lack of understanding what to eat when and in what proportion, Temptation for junk food, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine","I may try only if I find something very interesting","I don’t think online training is effective, Absence of ambience of a gym/studio and fellow members in online mode, I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Rs. 2500-5000","Monthly subscription at a price slightly higher than annual subscription","Very Important","Very Important","Important","Very Important","Very Important"
141,2022-11-10 14:05:53.55,"mumbai","Male","18-24","Undergraduate","Yoga & breathing exercises","Want a personal trainer but can't afford, Can't find a good trainer/expert practitioner, Can't afford to spend on gym/classes subscription, Lack of motivation / time, I follow a regular wellness/fitness routine","4 to 5 days a week","15-30","Body building","Home - without equipment",5,5,"Temptation for junk food, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine","I am interested to try out","I don’t think online training is effective, Absence of ambience of a gym/studio and fellow members in online mode, I don't want to invest in buying any accessories at home, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Rs. 2500-5000","Annual subscription with price discount benefits","Important","Important","Very Important","Important","Neutral"
142,2022-11-10 14:07:21.321,"mumbai","Male","18-24","Undergraduate","Rigorous physical exercise with equipments (e.g. weight training, cross-fit etc.)","Don't know where and how to start, Want a personal trainer but can't afford, Can't find a good trainer/expert practitioner, Unavailability of a good gym/classes nearby, Can't afford to spend on gym/classes subscription, Lack of motivation / time, I follow a regular wellness/fitness routine","Daily","46-60","Body building","Home - without equipment",5,5,"Lack of understanding what to eat when and in what proportion, Temptation for junk food, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine, I follow a balanced diet routine","I am interested to try out","I don’t think online training is effective, Absence of ambience of a gym/studio and fellow members in online mode, I don't want to invest in buying any accessories at home, I don't have access to right kind of space to practice regularly","Rs. 2500-5000","Annual subscription with price discount benefits","Important","Important","Important","Very Important","Important"
143,2022-11-10 14:09:27.277,"kolhapur","Female","35-44","Post-Graduate","Rigorous physical exercise with equipments (e.g. weight training, cross-fit etc.)","Don't know where and how to start, Want a personal trainer but can't afford, Unavailability of a good gym/classes nearby, Can't afford to spend on gym/classes subscription, Lack of motivation / time","Daily","31-45","Weight loss/gain","Gym / Studio",4,4,"Lack of understanding what to eat when and in what proportion, Temptation for junk food, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine","I am interested to try out","I don’t think online training is effective, Absence of ambience of a gym/studio and fellow members in online mode, I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Not more than Rs. 500","Monthly subscription at a price slightly higher than annual subscription","Important","Important","Neutral","Very Important","Very Important"
144,2022-11-10 14:11:14.366,"kolhapur","Female","35-44","Post-Graduate","Rigorous physical exercise with equipments (e.g. weight training, cross-fit etc.)","Don't know where and how to start, Want a personal trainer but can't afford, Can't afford to spend on gym/classes subscription, Lack of motivation / time","Daily","46-60","Body building","Gym / Studio",5,5,"Lack of understanding what to eat when and in what proportion, Temptation for junk food, Can't cook at home, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine","I have already tried","Absence of ambience of a gym/studio and fellow members in online mode","Rs. 1000-2500","Weekly subscription at a price slightly higher than monthly subscription","Important","Important","Very Important","Important","Important"
145,2022-11-10 14:13:05.077,"nagala park","Female","45-54","Post-Graduate","Light physical activity (running, push-ups, sit-ups etc.)","Don't know where and how to start, Can't find a good trainer/expert practitioner, Unavailability of a good gym/classes nearby","4 to 5 days a week","31-45","Weight loss/gain","Home - without equipment",4,5,"Lack of understanding what to eat when and in what proportion, Temptation for junk food, Can't cook at home, Find it too difficult to follow a routine","I have already tried","Absence of ambience of a gym/studio and fellow members in online mode, I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Rs. 2500-5000","Monthly subscription at a price slightly higher than annual subscription","Important","Very Important","Very Important","Very Important","Important"
146,2022-11-10 16:00:44.34,"mumbai","Female","18-24","Undergraduate","I don't follow any wellness/fitness routine","Want a personal trainer but can't afford, Lack of motivation / time","Daily","More than 60","Weight loss/gain","Hybrid - Gym and at Home",5,5,"Lack of understanding what to eat when and in what proportion, Temptation for junk food, Can't cook at home, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine, I follow a balanced diet routine","I have already tried","I don’t think online training is effective, I don't have access to right kind of space to practice regularly","Not more than Rs. 500","Annual subscription with price discount benefits","Important","Very Important","Not so important","Very Important","Very Important"
147,2022-11-10 16:40:06.775,"mumbai","Male","18-24","Undergraduate","Rigorous physical exercise with equipments (e.g. weight training, cross-fit etc.)","Unavailability of a good gym/classes nearby, Lack of motivation / time","4 to 5 days a week","More than 60","Body building","Gym / Studio",1,5,"Lack of understanding what to eat when and in what proportion, Temptation for junk food, My schedule doesn't permit regularity in my eating habits","I may try only if I find something very interesting","Absence of ambience of a gym/studio and fellow members in online mode, I don't have access to right kind of space to practice regularly","Not more than Rs. 500","Monthly subscription at a price slightly higher than annual subscription","Not important at all","Very Important","Very Important","Very Important","Very Important"
148,2022-11-10 16:44:47.024,"mumbai","Male","18-24","College","Rigorous physical exercise with equipments (e.g. weight training, cross-fit etc.)","Want a personal trainer but can't afford, Can't find a good trainer/expert practitioner, I follow a regular wellness/fitness routine","Daily","46-60","General fitness/strength/flexibility/stamina","Gym / Studio",5,5,"Lack of understanding what to eat when and in what proportion, Temptation for junk food, Find it too difficult to follow a routine","I may try only if I find something very interesting","Absence of ambience of a gym/studio and fellow members in online mode, I don't have access to right kind of space to practice regularly","Rs. 500 - 1000","Annual subscription with price discount benefits","Important","Very Important","Neutral","Important","Important"
149,2022-11-10 17:49:35.116,"thane","Male","18-24","Undergraduate","Rigorous physical exercise with equipments (e.g. weight training, cross-fit etc.)","I follow a regular wellness/fitness routine","Daily","More than 60","Weight loss/gain","Gym / Studio",5,5,"Lack of understanding what to eat when and in what proportion, Temptation for junk food, My schedule doesn't permit regularity in my eating habits","I may try only if I find something very interesting","Absence of ambience of a gym/studio and fellow members in online mode, I don't want to invest in buying any accessories at home, I don't have access to right kind of space to practice regularly","Not more than Rs. 500","Monthly subscription at a price slightly higher than annual subscription","Very Important","Very Important","Very Important","Very Important","Important"
150,2022-11-10 20:50:47.169,"bangalore","Male","18-24","Undergraduate","Rigorous physical exercise with equipments (e.g. weight training, cross-fit etc.)","Want a personal trainer but can't afford, I follow a regular wellness/fitness routine","4 to 5 days a week","46-60","Weight loss/gain","Gym / Studio",4,2,"Lack of understanding what to eat when and in what proportion, Can't cook at home, Find it too difficult to follow a routine","I may try only if I find something very interesting","I don’t think online training is effective, Absence of ambience of a gym/studio and fellow members in online mode, I don't want to invest in buying any accessories at home","Not more than Rs. 500","Annual subscription with price discount benefits","Important","Very Important","Neutral","Very Important","Very Important"
151,2022-11-10 22:35:14.052,"mumbai","Male","18-24","College","Rigorous physical exercise with equipments (e.g. weight training, cross-fit etc.)","I follow a regular wellness/fitness routine","Daily","More than 60","General fitness/strength/flexibility/stamina","Gym / Studio",3,5,"Lack of understanding what to eat when and in what proportion, Find it too difficult to follow a routine","I am not interested to try","I don’t think online training is effective, Absence of ambience of a gym/studio and fellow members in online mode","Not more than Rs. 500","Annual subscription with price discount benefits","Important","Very Important","Important","Important","Not so important"
152,2022-11-10 23:04:37.392,"mumbai","Male","18-24","Undergraduate","Rigorous physical exercise with equipments (e.g. weight training, cross-fit etc.)","Lack of motivation / time","4 to 5 days a week","More than 60","General fitness/strength/flexibility/stamina","Hybrid - Gym and at Home",4,5,"Lack of understanding what to eat when and in what proportion, Temptation for junk food, Find it too difficult to follow a routine","I may try only if I find something very interesting","Absence of ambience of a gym/studio and fellow members in online mode, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Not more than Rs. 500","Annual subscription with price discount benefits","Very Important","Very Important","Neutral","Very Important","Important"
153,2022-11-10 23:26:49.841,"mumbai","Male","18-24","College","Meditation/Mindfulness practice","Lack of motivation / time","Once/twice a week (e.g. weekends)","Less than 15","Stress/anxiety reduction and/or attain mindfulness","Home - without equipment",4,5,"Lack of understanding what to eat when and in what proportion, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine","I may try only if I find something very interesting","Absence of ambience of a gym/studio and fellow members in online mode, I don't have access to right kind of space to practice regularly","Not more than Rs. 500","Session based subscription - i.e. top up with a number of sessions with flexibility to use those over a period of time at a higher price","Neutral","Very Important","Neutral","Not important at all","Important"
154,2022-11-10 23:31:06.863,"delhi","Male","18-24","Undergraduate","Light physical activity (running, push-ups, sit-ups etc.)","Don't know where and how to start, Can't afford to spend on gym/classes subscription, Lack of motivation / time","Occasionally / Rarely","15-30","General fitness/strength/flexibility/stamina","Parks",2,5,"Temptation for junk food","I am not interested to try","I don’t think online training is effective, Absence of ambience of a gym/studio and fellow members in online mode, I don't want to invest in buying any accessories at home, I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Not more than Rs. 500","Weekly subscription at a price slightly higher than monthly subscription","Very Important","Not important at all","Not important at all","Important","Not important at all"
155,2022-11-10 23:31:26.529,"kolhapur","Female","35-44","Post-Graduate","Yoga & breathing exercises","Don't know where and how to start, Want a personal trainer but can't afford, Unavailability of a good gym/classes nearby, I follow a regular wellness/fitness routine","4 to 5 days a week","15-30","General fitness/strength/flexibility/stamina","Home - without equipment",4,4,"Temptation for junk food, Can't cook at home, Find it too difficult to follow a routine","I am interested to try out","I don’t think online training is effective, Absence of ambience of a gym/studio and fellow members in online mode, I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Rs. 500 - 1000","Monthly subscription at a price slightly higher than annual subscription","Not so important","Very Important","Very Important","Very Important","Very Important"
156,2022-11-10 23:32:11.044,"kolhapur","Female","25-34","Undergraduate","Rigorous physical exercise with equipments (e.g. weight training, cross-fit etc.)","Want a personal trainer but can't afford, Can't find a good trainer/expert practitioner, Can't afford to spend on gym/classes subscription, I follow a regular wellness/fitness routine","4 to 5 days a week","46-60","General fitness/strength/flexibility/stamina","Home - without equipment",4,4,"Can't cook at home, Find it too difficult to follow a routine, I follow a balanced diet routine","I am interested to try out","I don’t think online training is effective, I don't want to invest in buying any accessories at home, I don't have access to right kind of space to practice regularly","Rs. 500 - 1000","Weekly subscription at a price slightly higher than monthly subscription","Important","Important","Important","Very Important","Important"
157,2022-11-10 23:32:53.199,"kolhapur","Female","35-44","Undergraduate","Rigorous physical exercise with equipments (e.g. weight training, cross-fit etc.)","Don't know where and how to start, Unavailability of a good gym/classes nearby, Can't afford to spend on gym/classes subscription, Lack of motivation / time","Once/twice a week (e.g. weekends)","46-60","Stress/anxiety reduction and/or attain mindfulness","Hybrid - Gym and at Home",4,4,"Temptation for junk food, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine","I am not interested to try","Absence of ambience of a gym/studio and fellow members in online mode, I don't want to invest in buying any accessories at home, I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Rs. 500 - 1000","Monthly subscription at a price slightly higher than annual subscription","Not so important","Important","Important","Very Important","Important"
158,2022-11-10 23:33:31.287,"kolhapur","Female","25-34","Undergraduate","Rigorous physical exercise with equipments (e.g. weight training, cross-fit etc.)","Don't know where and how to start, Can't afford to spend on gym/classes subscription, I follow a regular wellness/fitness routine","4 to 5 days a week","15-30","General fitness/strength/flexibility/stamina","Home - without equipment",4,3,"Lack of understanding what to eat when and in what proportion, Temptation for junk food, Can't cook at home, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine","I have already tried","Absence of ambience of a gym/studio and fellow members in online mode, I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Rs. 1000-2500","Weekly subscription at a price slightly higher than monthly subscription","Neutral","Not so important","Not so important","Neutral","Very Important"
159,2022-11-10 23:34:17.356,"kolhapur","Male","35-44","Undergraduate","Rigorous physical exercise with equipments (e.g. weight training, cross-fit etc.)","Don't know where and how to start, Unavailability of a good gym/classes nearby, Can't afford to spend on gym/classes subscription, Lack of motivation / time","Daily","46-60","General fitness/strength/flexibility/stamina","Gym / Studio",4,4,"Lack of understanding what to eat when and in what proportion, Temptation for junk food, Can't cook at home, My schedule doesn't permit regularity in my eating habits","I have already tried","I don’t think online training is effective, Absence of ambience of a gym/studio and fellow members in online mode, I don't want to invest in buying any accessories at home, I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Not more than Rs. 500","Annual subscription with price discount benefits","Very Important","Very Important","Very Important","Very Important","Important"
160,2022-11-10 23:35:48.39,"kolhapur","Female","18-24","Undergraduate","Rigorous physical exercise with equipments (e.g. weight training, cross-fit etc.)","Want a personal trainer but can't afford, Unavailability of a good gym/classes nearby, Can't afford to spend on gym/classes subscription, Lack of motivation / time","Daily","15-30","Body building","Home - without equipment",4,4,"Lack of understanding what to eat when and in what proportion, Temptation for junk food, Can't cook at home, Find it too difficult to follow a routine","I may try only if I find something very interesting","I don’t think online training is effective, Absence of ambience of a gym/studio and fellow members in online mode, I don't want to invest in buying any accessories at home, I don't have access to right kind of space to practice regularly","Not more than Rs. 500",NA,"Not so important","Important","Very Important","Very Important","Very Important"
161,2022-11-10 23:36:29.578,"kolhapur","Female","25-34","Undergraduate","Meditation/Mindfulness practice","Want a personal trainer but can't afford, Can't find a good trainer/expert practitioner, Can't afford to spend on gym/classes subscription, Lack of motivation / time, I follow a regular wellness/fitness routine","Daily","46-60","Stress/anxiety reduction and/or attain mindfulness","Home - without equipment",4,4,"Lack of understanding what to eat when and in what proportion, Temptation for junk food, Can't cook at home, Find it too difficult to follow a routine","I may try only if I find something very interesting","Absence of ambience of a gym/studio and fellow members in online mode, I don't want to invest in buying any accessories at home, I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Rs. 500 - 1000","Monthly subscription at a price slightly higher than annual subscription","Very Important","Very Important","Very Important","Very Important","Very Important"
162,2022-11-10 23:37:21.057,"kolhapur","Female","18-24","College","Yoga & breathing exercises","Don't know where and how to start, Want a personal trainer but can't afford, Can't find a good trainer/expert practitioner, Unavailability of a good gym/classes nearby, Can't afford to spend on gym/classes subscription","4 to 5 days a week","31-45","Body building","Home - with equipment",4,4,"Lack of understanding what to eat when and in what proportion, Temptation for junk food, Can't cook at home, Find it too difficult to follow a routine, I follow a balanced diet routine","I may try only if I find something very interesting","I don’t think online training is effective, Absence of ambience of a gym/studio and fellow members in online mode, I don't want to invest in buying any accessories at home, I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Rs. 500 - 1000","Session based subscription - i.e. top up with a number of sessions with flexibility to use those over a period of time at a higher price","Not so important","Not so important","Important","Important","Important"
163,2022-11-10 23:38:03.921,"kolhapye","Male","35-44","Undergraduate","Meditation/Mindfulness practice","Don't know where and how to start, Unavailability of a good gym/classes nearby, Can't afford to spend on gym/classes subscription, Lack of motivation / time","Occasionally / Rarely","31-45","General fitness/strength/flexibility/stamina","Home - without equipment",4,4,"Lack of understanding what to eat when and in what proportion, Can't cook at home, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine","I am interested to try out","Absence of ambience of a gym/studio and fellow members in online mode, I don't want to invest in buying any accessories at home, I don't have access to right kind of space to practice regularly","Rs. 500 - 1000","Weekly subscription at a price slightly higher than monthly subscription","Important","Important","Important","Very Important","Important"
164,2022-11-10 23:38:52.68,"kolhapur","Female","18-24","Undergraduate","Yoga & breathing exercises","Want a personal trainer but can't afford, Can't find a good trainer/expert practitioner, Can't afford to spend on gym/classes subscription","Daily","46-60","General fitness/strength/flexibility/stamina","Home - with equipment",4,4,"Lack of understanding what to eat when and in what proportion, Temptation for junk food, Can't cook at home, My schedule doesn't permit regularity in my eating habits","I am interested to try out","I don’t think online training is effective, I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Rs. 500 - 1000","Monthly subscription at a price slightly higher than annual subscription","Important","Important","Very Important","Important","Important"
165,2022-11-10 23:40:53.475,"kolhapur","Female","18-24","Undergraduate","Light physical activity (running, push-ups, sit-ups etc.)","Don't know where and how to start, Can't find a good trainer/expert practitioner, Can't afford to spend on gym/classes subscription","Daily","15-30","Body building","Home - with equipment",4,3,"Lack of understanding what to eat when and in what proportion, Temptation for junk food, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine, I follow a balanced diet routine","I have already tried","I don’t think online training is effective, Absence of ambience of a gym/studio and fellow members in online mode, I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Rs. 500 - 1000","Weekly subscription at a price slightly higher than monthly subscription","Not so important","Not so important","Very Important","Very Important","Important"
166,2022-11-10 23:41:58.012,"kolhapur","Female","45-54","High school","Meditation/Mindfulness practice","Don't know where and how to start, Can't find a good trainer/expert practitioner, Can't afford to spend on gym/classes subscription, Lack of motivation / time","Once/twice a week (e.g. weekends)","46-60","Stress/anxiety reduction and/or attain mindfulness","Home - without equipment",4,4,"Temptation for junk food, Can't cook at home, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine","I may try only if I find something very interesting","I don’t think online training is effective, Absence of ambience of a gym/studio and fellow members in online mode, I don't want to invest in buying any accessories at home, I don't have access to right kind of space to practice regularly","Rs. 500 - 1000","Weekly subscription at a price slightly higher than monthly subscription","Very Important","Very Important","Important","Important","Very Important"
167,2022-11-10 23:42:48.898,"kolhapur","Female","45-54","Post-Graduate","Rigorous physical exercise with equipments (e.g. weight training, cross-fit etc.)","Don't know where and how to start, Can't find a good trainer/expert practitioner, Unavailability of a good gym/classes nearby, Can't afford to spend on gym/classes subscription","4 to 5 days a week","15-30","General fitness/strength/flexibility/stamina","Home - without equipment",4,4,"Lack of understanding what to eat when and in what proportion, Temptation for junk food, My schedule doesn't permit regularity in my eating habits","I may try only if I find something very interesting","I don’t think online training is effective, I don't want to invest in buying any accessories at home, I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Rs. 1000-2500","Monthly subscription at a price slightly higher than annual subscription","Important","Important","Very Important","Important","Important"
168,2022-11-10 23:45:30.65,"kolhapur","Male","More than 55","Undergraduate","Meditation/Mindfulness practice","Don't know where and how to start, Want a personal trainer but can't afford, Unavailability of a good gym/classes nearby","Once/twice a week (e.g. weekends)","46-60","Stress/anxiety reduction and/or attain mindfulness","Home - without equipment",4,3,"Can't cook at home, My schedule doesn't permit regularity in my eating habits, I follow a balanced diet routine","I may try only if I find something very interesting","Absence of ambience of a gym/studio and fellow members in online mode, I don't want to invest in buying any accessories at home, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Rs. 1000-2500","Session based subscription - i.e. top up with a number of sessions with flexibility to use those over a period of time at a higher price","Neutral","Important","Important","Very Important","Important"
169,2022-11-10 23:47:02.327,"kolhapur","Male","18-24","Undergraduate","Light physical activity (running, push-ups, sit-ups etc.)","Don't know where and how to start, Unavailability of a good gym/classes nearby, Can't afford to spend on gym/classes subscription, Lack of motivation / time, I follow a regular wellness/fitness routine","4 to 5 days a week","15-30","General fitness/strength/flexibility/stamina","Home - without equipment",4,3,"Can't cook at home, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine","I am interested to try out","I don’t think online training is effective, Absence of ambience of a gym/studio and fellow members in online mode, I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Rs. 500 - 1000","Annual subscription with price discount benefits","Important","Very Important","Important","Very Important","Important"
170,2022-11-10 23:47:52.136,"kolhapur","Male","45-54","Undergraduate","I don't follow any wellness/fitness routine","Don't know where and how to start, Can't find a good trainer/expert practitioner, Can't afford to spend on gym/classes subscription, I follow a regular wellness/fitness routine","Once/twice a week (e.g. weekends)","31-45","Body building","Home - without equipment",4,3,"Lack of understanding what to eat when and in what proportion, Temptation for junk food, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine","I am interested to try out","I don’t think online training is effective, I don't want to invest in buying any accessories at home, I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Rs. 2500-5000","Monthly subscription at a price slightly higher than annual subscription","Not so important","Important","Important","Not important at all","Important"
171,2022-11-10 23:48:46.778,"kolhapur","Female","35-44","College","I don't follow any wellness/fitness routine","Can't find a good trainer/expert practitioner, Can't afford to spend on gym/classes subscription, I follow a regular wellness/fitness routine","Occasionally / Rarely","More than 60","Stress/anxiety reduction and/or attain mindfulness","Home - without equipment",4,4,"Temptation for junk food, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine, I follow a balanced diet routine","I am interested to try out","Absence of ambience of a gym/studio and fellow members in online mode, I don't want to invest in buying any accessories at home, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Rs. 1000-2500","Monthly subscription at a price slightly higher than annual subscription","Important","Important","Very Important","Not so important","Important"
172,2022-11-10 23:50:22.574,"kolhapur","Female","Less than 18","Undergraduate","Yoga & breathing exercises","Want a personal trainer but can't afford, Can't find a good trainer/expert practitioner, Lack of motivation / time, I follow a regular wellness/fitness routine","Once/twice a week (e.g. weekends)","31-45","General fitness/strength/flexibility/stamina","Home - without equipment",4,3,"Lack of understanding what to eat when and in what proportion, Temptation for junk food, Can't cook at home, Find it too difficult to follow a routine","I have already tried","I don’t think online training is effective, I don't want to invest in buying any accessories at home, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Rs. 500 - 1000","Monthly subscription at a price slightly higher than annual subscription","Important","Very Important","Important","Neutral","Important"
173,2022-11-11 00:00:36.134,"kolhapur","Male","45-54","Post-Graduate","Yoga & breathing exercises","Want a personal trainer but can't afford, Can't find a good trainer/expert practitioner, Can't afford to spend on gym/classes subscription, I follow a regular wellness/fitness routine","Once/twice a week (e.g. weekends)","31-45","Body building","Hybrid - Gym and at Home",4,4,"Temptation for junk food, Can't cook at home, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine","I am interested to try out","I don’t think online training is effective, I don't want to invest in buying any accessories at home, I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Not more than Rs. 500","Annual subscription with price discount benefits","Not so important","Important","Important","Very Important","Important"
174,2022-11-11 00:01:11.903,"kolhapur","Male","25-34","Undergraduate","Light physical activity (running, push-ups, sit-ups etc.)","Can't find a good trainer/expert practitioner, Can't afford to spend on gym/classes subscription, Lack of motivation / time","4 to 5 days a week","15-30","General fitness/strength/flexibility/stamina","Home - with equipment",4,5,"Temptation for junk food, Can't cook at home, I follow a balanced diet routine","I am interested to try out","I don't want to invest in buying any accessories at home, I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Rs. 2500-5000","Weekly subscription at a price slightly higher than monthly subscription","Not so important","Important","Very Important","Important","Important"
175,2022-11-11 00:02:00.037,"mumbai","Male","35-44","Undergraduate","Light physical activity (running, push-ups, sit-ups etc.)","Want a personal trainer but can't afford, Can't find a good trainer/expert practitioner, Can't afford to spend on gym/classes subscription, Lack of motivation / time","Once/twice a week (e.g. weekends)","15-30","Body building","Home - without equipment",4,4,"Can't cook at home, My schedule doesn't permit regularity in my eating habits, I follow a balanced diet routine","I am interested to try out","I don’t think online training is effective, I don't want to invest in buying any accessories at home, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Not more than Rs. 500","Monthly subscription at a price slightly higher than annual subscription","Not so important","Very Important","Important","Important","Very Important"
